Venue,Division,Season,Date,Round,URL,Player,Opponent,First Thrower,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13,Throw_14,Throw_15,Throw_16,Throw_17,Throw_18,Throw_19
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/bMswRLnQLfvi,Jamie Loader,Christine Jamieson,Second,4,30,LOST,60,83,96,92,31,22,57,20,20,10,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/bMswRLnQLfvi,Christine Jamieson,Jamie Loader,Second,5,24,LOST,29,10,71,57,17,26,79,66,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/bMswRLnQLfvi,Jamie Loader,Christine Jamieson,First,5,27,WON,78,60,54,139,27,29,79,16,19,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/bMswRLnQLfvi,Christine Jamieson,Jamie Loader,First,6,37,WON,64,40,54,35,23,23,35,76,95,36,0,10,10,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/bMswRLnQLfvi,Jamie Loader,Christine Jamieson,Second,6,36,LOST,26,100,60,40,87,40,36,26,70,14,0,0,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/bMswRLnQLfvi,Christine Jamieson,Jamie Loader,Second,7,30,LOST,13,34,31,28,27,41,21,39,33,45,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/bMswRLnQLfvi,Jamie Loader,Christine Jamieson,First,7,33,WON,58,43,59,24,11,34,82,42,79,39,30,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/bMswRLnQLfvi,Christine Jamieson,Jamie Loader,First,8,40,WON,57,55,33,40,31,88,52,38,68,31,6,0,0,2,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/bMswRLnQLfvi,Jamie Loader,Christine Jamieson,Second,8,39,LOST,43,84,43,77,30,79,28,77,30,0,0,0,8,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/bMswRLnQLfvi,Christine Jamieson,Jamie Loader,Second,9,33,LOST,30,26,43,54,13,45,38,47,26,33,65,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/bMswRLnQLfvi,Jamie Loader,Christine Jamieson,First,9,34,WON,41,22,32,22,82,60,13,40,38,79,52,20,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/bMswRLnQLfvi,Christine Jamieson,Jamie Loader,First,10,35,WON,38,27,57,81,17,28,45,29,57,23,83,16,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/bMswRLnQLfvi,Jamie Loader,Christine Jamieson,Second,10,33,LOST,60,26,60,80,88,27,83,22,36,0,11,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/bMswRLnQLfvi,Christine Jamieson,Jamie Loader,Second,11,33,LOST,22,42,35,23,83,76,54,17,35,40,42,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/bMswRLnQLfvi,Jamie Loader,Christine Jamieson,First,11,36,WON,68,43,71,96,35,38,65,36,0,41,0,8,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/bMswRLnQLfvi,Christine Jamieson,Jamie Loader,First,12,33,WON,67,47,17,43,72,47,98,22,23,33,32,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/bMswRLnQLfvi,Jamie Loader,Christine Jamieson,Second,12,30,LOST,41,24,39,60,47,72,42,80,28,28,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/bMswRLnQLfvi,Christine Jamieson,Jamie Loader,Second,13,48,LOST,32,30,59,92,64,29,57,32,72,0,17,0,0,3,0,0,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/bMswRLnQLfvi,Jamie Loader,Christine Jamieson,First,13,49,WON,60,36,25,26,44,28,6,60,40,45,25,36,14,24,16,8,8,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/bMswRLnQLfvi,Christine Jamieson,Jamie Loader,First,14,25,WON,41,44,21,95,77,95,48,72,8,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/bMswRLnQLfvi,Jamie Loader,Christine Jamieson,Second,14,24,LOST,60,41,26,60,30,28,83,76,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/PuKMBj6pjQYM,Nick East,Steve brown,First,1,34,WON,70,62,45,41,64,39,43,37,0,60,26,14,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/PuKMBj6pjQYM,Steve brown,Nick East,Second,1,33,LOST,140,22,60,7,26,41,41,60,45,39,0,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/PuKMBj6pjQYM,Nick East,Steve brown,Second,2,55,WON,62,5,34,92,100,41,117,31,11,0,4,0,0,0,2,0,0,0,2
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/PuKMBj6pjQYM,Steve brown,Nick East,First,2,57,LOST,125,45,45,41,81,58,44,0,14,16,0,0,28,0,0,0,2,0,0
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/PuKMBj6pjQYM,Nick East,Steve brown,First,3,33,LOST,43,45,78,81,58,43,41,92,0,0,15,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/PuKMBj6pjQYM,Steve brown,Nick East,Second,3,31,WON,40,41,85,81,15,43,62,22,28,60,24,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/PuKMBj6pjQYM,Nick East,Steve brown,Second,4,27,LOST,28,85,45,45,81,41,39,66,46,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/PuKMBj6pjQYM,Steve brown,Nick East,First,4,30,WON,62,100,60,41,22,41,59,84,0,32,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/PuKMBj6pjQYM,Nick East,Steve brown,First,5,39,WON,22,60,3,60,60,41,83,45,47,26,14,0,40,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/PuKMBj6pjQYM,Steve brown,Nick East,Second,5,36,LOST,45,26,30,60,25,60,7,58,32,13,19,43,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/PuKMBj6pjQYM,Nick East,Steve brown,Second,6,36,WON,22,44,45,22,140,58,68,39,12,31,0,20,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/PuKMBj6pjQYM,Steve brown,Nick East,First,6,36,LOST,40,24,30,66,26,60,43,45,36,27,44,20,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/PuKMBj6pjQYM,Nick East,Steve brown,First,7,24,WON,60,135,100,46,41,59,20,40,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/PuKMBj6pjQYM,Steve brown,Nick East,Second,7,21,LOST,85,26,7,95,55,45,100,,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/PuKMBj6pjQYM,Nick East,Steve brown,Second,8,18,LOST,43,77,66,36,26,100,,,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/PuKMBj6pjQYM,Steve brown,Nick East,First,8,19,WON,95,60,140,60,56,50,40,,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/PuKMBj6pjQYM,Nick East,Steve brown,First,9,26,WON,100,140,60,43,66,28,32,16,16,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/PuKMBj6pjQYM,Steve brown,Nick East,Second,9,24,LOST,41,55,22,60,22,60,43,100,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/PuKMBj6pjQYM,Nick East,Steve brown,Second,10,21,LOST,26,17,116,30,44,43,121,,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/PuKMBj6pjQYM,Steve brown,Nick East,First,10,23,WON,100,41,26,85,85,80,38,46,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/PuKMBj6pjQYM,Nick East,Steve brown,First,11,39,WON,81,59,60,29,85,95,82,6,2,0,0,0,2,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/PuKMBj6pjQYM,Steve brown,Nick East,Second,11,36,LOST,25,40,81,100,60,45,40,50,0,40,0,15,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/PuKMBj6pjQYM,Nick East,Steve brown,Second,12,15,LOST,60,49,9,58,55,,,,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/PuKMBj6pjQYM,Steve brown,Nick East,First,12,17,WON,100,60,100,140,97,4,,,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/PuKMBj6pjQYM,Nick East,Steve brown,First,13,24,WON,85,81,22,26,41,111,105,30,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/PuKMBj6pjQYM,Steve brown,Nick East,Second,13,21,LOST,45,40,41,26,140,26,45,,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/nT8JfiNzrk2p,Gary Braisby,Kelly Gower,Second,1,33,LOST,26,17,81,140,43,100,40,34,15,0,1,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/nT8JfiNzrk2p,Kelly Gower,Gary Braisby,First,1,35,WON,35,44,95,67,41,25,33,47,75,21,9,9,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/nT8JfiNzrk2p,Gary Braisby,Kelly Gower,First,2,25,WON,100,81,123,59,80,46,6,2,4,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/nT8JfiNzrk2p,Kelly Gower,Gary Braisby,Second,2,24,LOST,29,37,47,49,45,29,95,81,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/nT8JfiNzrk2p,Gary Braisby,Kelly Gower,Second,3,26,WON,41,140,100,41,57,26,28,60,8,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/nT8JfiNzrk2p,Kelly Gower,Gary Braisby,First,3,27,LOST,71,29,38,29,44,81,45,17,67,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/nT8JfiNzrk2p,Gary Braisby,Kelly Gower,First,4,17,WON,140,40,41,100,120,60,,,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/nT8JfiNzrk2p,Kelly Gower,Gary Braisby,Second,4,15,LOST,51,95,29,45,124,,,,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/nT8JfiNzrk2p,Gary Braisby,Kelly Gower,Second,5,22,WON,60,45,55,140,57,94,18,32,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/nT8JfiNzrk2p,Kelly Gower,Gary Braisby,First,5,24,LOST,78,42,41,67,95,17,89,32,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/nT8JfiNzrk2p,Gary Braisby,Kelly Gower,First,6,22,WON,85,83,140,93,80,0,10,10,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/nT8JfiNzrk2p,Kelly Gower,Gary Braisby,Second,6,21,LOST,31,60,64,39,53,29,80,,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/nT8JfiNzrk2p,Gary Braisby,Kelly Gower,Second,7,27,LOST,125,41,60,41,28,68,26,7,29,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/nT8JfiNzrk2p,Kelly Gower,Gary Braisby,First,7,30,WON,80,57,63,29,83,27,83,26,29,24,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/nT8JfiNzrk2p,Gary Braisby,Kelly Gower,First,8,19,WON,140,60,81,40,100,60,20,,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/nT8JfiNzrk2p,Kelly Gower,Gary Braisby,Second,8,18,LOST,30,46,26,14,22,54,,,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/nT8JfiNzrk2p,Gary Braisby,Kelly Gower,Second,9,18,WON,81,140,58,140,62,20,,,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/nT8JfiNzrk2p,Kelly Gower,Gary Braisby,First,9,18,LOST,41,26,17,29,30,43,,,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/nT8JfiNzrk2p,Gary Braisby,Kelly Gower,First,10,24,WON,55,100,100,98,96,0,0,52,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/nT8JfiNzrk2p,Kelly Gower,Gary Braisby,Second,10,21,LOST,38,59,44,42,23,43,57,,,,,,,,,,,,
