Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/tDePCrJUNjMN,Charlie Green,First,Daniel Killick,4,19,WON,96,80,60,117,94,44,10,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/tDePCrJUNjMN,Daniel Killick,First,Charlie Green,5,20,WON,60,43,180,100,42,61,15,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/tDePCrJUNjMN,Charlie Green,Second,Daniel Killick,5,18,LOST,96,48,60,100,93,54,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/tDePCrJUNjMN,Daniel Killick,Second,Charlie Green,6,21,LOST,125,55,70,60,82,55,34,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/tDePCrJUNjMN,Charlie Green,First,Daniel Killick,6,23,WON,96,55,60,140,64,38,32,16,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/vJxOhQSSZCXp,Troy Power,First,John Green,1,21,LOST,82,100,31,100,140,16,0,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/vJxOhQSSZCXp,John Green,Second,Troy Power,1,20,WON,100,26,123,60,100,52,40,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/vJxOhQSSZCXp,Troy Power,Second,John Green,2,39,WON,58,26,43,96,100,58,50,34,32,2,0,0,2
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/vJxOhQSSZCXp,John Green,First,Troy Power,2,39,LOST,100,31,28,41,26,30,60,40,47,58,30,8,0
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/vJxOhQSSZCXp,Troy Power,First,John Green,3,24,WON,100,60,131,70,40,0,86,14,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/vJxOhQSSZCXp,John Green,Second,Troy Power,3,21,LOST,41,45,100,60,81,26,84,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/vJxOhQSSZCXp,Troy Power,Second,John Green,4,27,WON,60,10,100,100,38,59,85,33,16,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/vJxOhQSSZCXp,John Green,First,Troy Power,4,27,LOST,85,90,26,100,140,50,8,0,0,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/vJxOhQSSZCXp,Troy Power,First,John Green,5,30,WON,31,64,40,45,60,30,40,97,37,57,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/vJxOhQSSZCXp,John Green,Second,Troy Power,5,27,LOST,75,30,45,41,36,95,29,50,76,,,,
