Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/ix2yQJwspNyH,James Ralph,Second,Nick Ellis,4,18,LOST,81,100,100,40,100,40,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/ix2yQJwspNyH,Nick Ellis,Second,James Ralph,5,18,WON,134,83,100,60,80,44,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/ix2yQJwspNyH,James Ralph,First,Nick Ellis,5,18,LOST,140,22,60,55,115,77,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/zSlelZuzctk7,Nick Holman,First,Steve Henry,1,21,WON,64,39,11,140,121,114,12,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/zSlelZuzctk7,Steve Henry,Second,Nick Holman,1,18,LOST,58,42,60,66,26,60,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/zSlelZuzctk7,Nick Holman,Second,Steve Henry,2,20,WON,60,140,85,60,60,60,36,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/zSlelZuzctk7,Steve Henry,First,Nick Holman,2,21,LOST,59,85,60,55,45,85,60,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/zSlelZuzctk7,Nick Holman,First,Steve Henry,3,16,WON,140,100,81,118,46,16,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/zSlelZuzctk7,Steve Henry,Second,Nick Holman,3,15,LOST,100,100,42,44,59,,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/zSlelZuzctk7,Nick Holman,Second,Steve Henry,4,21,LOST,58,45,100,60,55,85,58,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/zSlelZuzctk7,Steve Henry,First,Nick Holman,4,24,WON,26,45,100,59,84,47,60,80,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/zSlelZuzctk7,Nick Holman,First,Steve Henry,5,19,WON,45,55,85,60,100,120,36,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/zSlelZuzctk7,Steve Henry,Second,Nick Holman,5,18,LOST,85,66,60,100,60,42,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/H5VC0iO8iT4B,Peter Noel,First,Norbert Nemeth,1,23,WON,60,100,100,55,81,65,20,20,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/H5VC0iO8iT4B,Norbert Nemeth,Second,Peter Noel,1,21,LOST,85,22,84,78,45,30,48,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/H5VC0iO8iT4B,Peter Noel,Second,Norbert Nemeth,2,18,LOST,100,60,45,28,84,100,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/H5VC0iO8iT4B,Norbert Nemeth,First,Peter Noel,2,20,WON,95,100,85,121,20,60,20,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/H5VC0iO8iT4B,Peter Noel,First,Norbert Nemeth,3,21,LOST,95,100,100,55,43,84,0,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/H5VC0iO8iT4B,Norbert Nemeth,Second,Peter Noel,3,20,WON,180,100,21,118,34,8,40,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/H5VC0iO8iT4B,Peter Noel,Second,Norbert Nemeth,4,18,LOST,41,60,45,81,44,60,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/H5VC0iO8iT4B,Norbert Nemeth,First,Peter Noel,4,21,WON,100,60,24,125,121,59,12,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/H5VC0iO8iT4B,Peter Noel,First,Norbert Nemeth,5,24,WON,45,60,85,60,46,59,40,106,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/H5VC0iO8iT4B,Norbert Nemeth,Second,Peter Noel,5,21,LOST,68,30,81,60,30,30,60,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/H5VC0iO8iT4B,Peter Noel,Second,Norbert Nemeth,6,21,LOST,60,100,60,60,43,100,0,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/H5VC0iO8iT4B,Norbert Nemeth,First,Peter Noel,6,24,WON,41,100,30,85,66,28,50,101,,,
