Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13,Throw_14,Throw_15,Throw_16,Throw_17,Throw_18,Throw_19,Throw_20,Throw_21
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/GDjHDK7bKjkc,Andy Ward,Second,Danny Quayle,5,21,LOST,41,83,83,82,100,56,16,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/GDjHDK7bKjkc,Danny Quayle,First,Andy Ward,5,23,WON,60,100,140,121,23,17,20,20,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/GDjHDK7bKjkc,Andy Ward,First,Danny Quayle,6,25,WON,100,46,45,45,60,24,100,55,26,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/GDjHDK7bKjkc,Danny Quayle,Second,Andy Ward,6,24,LOST,31,60,42,100,60,85,25,42,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/GDjHDK7bKjkc,Andy Ward,Second,Danny Quayle,7,20,WON,57,100,121,100,78,27,18,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/GDjHDK7bKjkc,Danny Quayle,First,Andy Ward,7,21,LOST,85,45,97,81,41,92,20,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/auisnbIHkHpm,Mark Mcclatchey,First,Liam Saxon,1,24,LOST,85,100,36,49,40,82,77,16,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/auisnbIHkHpm,Liam Saxon,Second,Mark Mcclatchey,1,23,WON,41,85,60,170,65,66,0,14,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/auisnbIHkHpm,Mark Mcclatchey,Second,Liam Saxon,2,12,LOST,85,60,55,85,,,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/auisnbIHkHpm,Liam Saxon,First,Mark Mcclatchey,2,13,WON,140,140,91,90,40,,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/auisnbIHkHpm,Mark Mcclatchey,First,Liam Saxon,3,21,LOST,40,59,140,41,91,24,40,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/auisnbIHkHpm,Liam Saxon,Second,Mark Mcclatchey,3,21,WON,60,45,58,140,83,75,40,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/auisnbIHkHpm,Mark Mcclatchey,Second,Liam Saxon,4,15,LOST,60,60,30,100,100,,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/auisnbIHkHpm,Liam Saxon,First,Mark Mcclatchey,4,18,WON,60,96,58,87,180,20,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/yWBeD8n5GbeO,John Nelson,First,Ryan Burke,1,27,WON,59,39,100,97,60,58,74,10,4,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/yWBeD8n5GbeO,Ryan Burke,Second,John Nelson,1,24,LOST,7,81,7,60,68,100,30,140,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/yWBeD8n5GbeO,John Nelson,Second,Ryan Burke,2,23,WON,67,100,82,60,44,60,36,52,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/yWBeD8n5GbeO,Ryan Burke,First,John Nelson,2,24,LOST,22,41,60,44,45,28,45,55,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/yWBeD8n5GbeO,John Nelson,First,Ryan Burke,3,19,WON,60,140,31,140,52,46,32,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/yWBeD8n5GbeO,Ryan Burke,Second,John Nelson,3,18,LOST,140,100,24,100,33,25,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/yWBeD8n5GbeO,John Nelson,Second,Ryan Burke,4,18,WON,81,60,58,138,100,64,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/yWBeD8n5GbeO,Ryan Burke,First,John Nelson,4,18,LOST,26,11,26,41,63,25,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/Jqsjg8Tg0FyM,David Buckley,Second,Ryan Smith,1,20,WON,60,121,85,55,45,70,65,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/Jqsjg8Tg0FyM,Ryan Smith,First,David Buckley,1,21,LOST,40,80,97,84,80,100,0,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/Jqsjg8Tg0FyM,David Buckley,First,Ryan Smith,2,20,WON,97,99,60,60,140,13,32,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/Jqsjg8Tg0FyM,Ryan Smith,Second,David Buckley,2,18,LOST,95,99,15,59,90,97,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/Jqsjg8Tg0FyM,David Buckley,Second,Ryan Smith,3,21,LOST,100,58,41,100,45,29,58,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/Jqsjg8Tg0FyM,Ryan Smith,First,David Buckley,3,23,WON,55,58,100,96,97,79,0,16,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/Jqsjg8Tg0FyM,David Buckley,First,Ryan Smith,4,24,WON,43,100,60,60,100,55,58,25,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/Jqsjg8Tg0FyM,Ryan Smith,Second,David Buckley,4,21,LOST,96,42,95,56,82,105,17,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/Jqsjg8Tg0FyM,David Buckley,Second,Ryan Smith,5,22,WON,60,85,41,85,60,59,95,16,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/Jqsjg8Tg0FyM,Ryan Smith,First,David Buckley,5,24,LOST,80,70,26,60,42,61,29,75,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/BqQqekLUx3gd,Phil Ward,First,Alex Hewitson,1,24,LOST,40,30,66,100,45,100,15,85,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/BqQqekLUx3gd,Alex Hewitson,Second,Phil Ward,1,24,WON,45,60,100,41,45,100,56,54,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/BqQqekLUx3gd,Phil Ward,Second,Alex Hewitson,2,18,LOST,85,3,30,100,60,41,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/BqQqekLUx3gd,Alex Hewitson,First,Phil Ward,2,20,WON,60,85,77,45,180,14,40,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/BqQqekLUx3gd,Phil Ward,First,Alex Hewitson,3,27,LOST,123,95,96,59,13,29,42,12,16,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/BqQqekLUx3gd,Alex Hewitson,Second,Phil Ward,3,25,WON,45,59,59,100,60,42,60,40,36,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/BqQqekLUx3gd,Phil Ward,Second,Alex Hewitson,4,18,LOST,41,94,43,81,36,19,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/BqQqekLUx3gd,Alex Hewitson,First,Phil Ward,4,21,WON,85,100,60,44,100,82,30,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/XkWyQQ4m6SkW,Ricky Caves,First,Owen Cuthbert,1,19,WON,139,41,100,55,100,46,20,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/XkWyQQ4m6SkW,Owen Cuthbert,Second,Ricky Caves,1,18,LOST,41,100,83,125,100,32,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/XkWyQQ4m6SkW,Ricky Caves,Second,Owen Cuthbert,2,15,LOST,36,68,60,95,121,,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/XkWyQQ4m6SkW,Owen Cuthbert,First,Ricky Caves,2,17,WON,55,85,92,80,100,89,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/XkWyQQ4m6SkW,Ricky Caves,First,Owen Cuthbert,3,18,LOST,100,60,46,60,65,140,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/XkWyQQ4m6SkW,Owen Cuthbert,Second,Ricky Caves,3,18,WON,81,136,120,44,100,20,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/XkWyQQ4m6SkW,Ricky Caves,Second,Owen Cuthbert,4,25,WON,140,85,41,45,83,67,20,10,10,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/XkWyQQ4m6SkW,Owen Cuthbert,First,Ricky Caves,4,27,LOST,85,120,100,60,96,33,0,0,0,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/XkWyQQ4m6SkW,Ricky Caves,First,Owen Cuthbert,5,19,WON,83,60,140,100,78,0,40,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/XkWyQQ4m6SkW,Owen Cuthbert,Second,Ricky Caves,5,18,LOST,81,37,96,83,34,58,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/XkWyQQ4m6SkW,Ricky Caves,Second,Owen Cuthbert,6,18,LOST,45,85,100,100,57,74,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/XkWyQQ4m6SkW,Owen Cuthbert,First,Ricky Caves,6,20,WON,180,100,41,140,0,35,5,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/XkWyQQ4m6SkW,Ricky Caves,First,Owen Cuthbert,7,14,WON,100,135,180,54,32,,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/XkWyQQ4m6SkW,Owen Cuthbert,Second,Ricky Caves,7,12,LOST,81,29,34,24,,,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/ADH3eKyNWnaD,Jay Serpanchy,First,Sam Doherty,1,40,WON,26,31,85,40,85,46,84,38,23,27,0,0,0,16,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/ADH3eKyNWnaD,Sam Doherty,Second,Jay Serpanchy,1,39,LOST,60,60,45,45,31,29,45,45,60,37,22,0,14,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/ADH3eKyNWnaD,Jay Serpanchy,Second,Sam Doherty,2,21,WON,134,66,28,36,55,96,86,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/ADH3eKyNWnaD,Sam Doherty,First,Jay Serpanchy,2,21,LOST,60,41,45,43,80,54,76,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/ADH3eKyNWnaD,Jay Serpanchy,First,Sam Doherty,3,21,WON,49,100,80,45,140,39,48,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/ADH3eKyNWnaD,Sam Doherty,Second,Jay Serpanchy,3,18,LOST,58,45,43,52,29,60,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/ADH3eKyNWnaD,Jay Serpanchy,Second,Sam Doherty,4,24,WON,35,140,100,18,84,40,28,56,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/ADH3eKyNWnaD,Sam Doherty,First,Jay Serpanchy,4,24,LOST,60,26,45,37,19,46,41,102,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/sPCkVMEfVsfx,John Mcdermott,First,Connor Merrick,1,27,WON,81,60,60,41,31,44,44,60,80,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/sPCkVMEfVsfx,Connor Merrick,Second,John Mcdermott,1,24,LOST,26,44,60,3,41,44,25,59,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/sPCkVMEfVsfx,John Mcdermott,Second,Connor Merrick,2,20,WON,81,140,100,43,59,38,40,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/sPCkVMEfVsfx,Connor Merrick,First,John Mcdermott,2,21,LOST,100,100,59,135,41,0,26,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/sPCkVMEfVsfx,John Mcdermott,First,Connor Merrick,3,26,WON,85,41,60,51,70,100,36,38,20,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/sPCkVMEfVsfx,Connor Merrick,Second,John Mcdermott,3,24,LOST,97,39,100,42,26,43,78,40,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/sPCkVMEfVsfx,John Mcdermott,Second,Connor Merrick,4,20,WON,81,140,85,45,60,70,20,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/sPCkVMEfVsfx,Connor Merrick,First,John Mcdermott,4,21,LOST,59,45,96,44,41,46,45,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/itwMB6KOtkkx,Albie Young,Second,Sean Lahiff,1,24,LOST,46,40,73,53,45,60,82,40,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/itwMB6KOtkkx,Sean Lahiff,First,Albie Young,1,26,WON,53,75,45,58,81,59,30,68,32,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/itwMB6KOtkkx,Albie Young,First,Sean Lahiff,2,24,LOST,45,11,95,31,36,45,22,66,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/itwMB6KOtkkx,Sean Lahiff,Second,Albie Young,2,22,WON,30,60,131,100,45,95,32,8,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/itwMB6KOtkkx,Albie Young,Second,Sean Lahiff,3,24,LOST,56,30,26,28,85,75,27,52,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/itwMB6KOtkkx,Sean Lahiff,First,Albie Young,3,25,WON,100,136,95,122,8,30,6,2,2,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/itwMB6KOtkkx,Albie Young,First,Sean Lahiff,4,27,LOST,140,45,26,41,44,22,52,57,31,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/itwMB6KOtkkx,Sean Lahiff,Second,Albie Young,4,27,WON,44,70,33,65,59,100,98,0,32,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/Y2D0cCaVscX0,Jimmy Cuthbert,Second,Terry Young,1,21,LOST,30,81,45,40,81,54,45,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/Y2D0cCaVscX0,Terry Young,First,Jimmy Cuthbert,1,24,WON,41,60,60,100,45,133,42,20,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/Y2D0cCaVscX0,Jimmy Cuthbert,First,Terry Young,2,27,WON,55,21,100,140,60,55,30,35,5,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/Y2D0cCaVscX0,Terry Young,Second,Jimmy Cuthbert,2,24,LOST,123,60,95,100,23,80,10,6,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/Y2D0cCaVscX0,Jimmy Cuthbert,Second,Terry Young,3,24,LOST,45,60,64,25,41,87,27,45,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/Y2D0cCaVscX0,Terry Young,First,Jimmy Cuthbert,3,25,WON,60,26,83,60,60,100,78,18,16,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/Y2D0cCaVscX0,Jimmy Cuthbert,First,Terry Young,4,24,LOST,71,41,26,41,15,47,30,128,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/Y2D0cCaVscX0,Terry Young,Second,Jimmy Cuthbert,4,23,WON,100,78,180,47,56,20,0,20,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/Y2D0cCaVscX0,Jimmy Cuthbert,Second,Terry Young,5,18,WON,180,81,85,45,45,65,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/Y2D0cCaVscX0,Terry Young,First,Jimmy Cuthbert,5,18,LOST,58,95,81,100,43,84,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/Y2D0cCaVscX0,Jimmy Cuthbert,First,Terry Young,6,27,LOST,17,60,85,60,59,60,40,28,29,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/Y2D0cCaVscX0,Terry Young,Second,Jimmy Cuthbert,6,26,WON,58,77,59,54,81,60,80,16,16,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/NcH7rHUmI19k,Barry Cooper,Second,Andy Ward,1,27,LOST,45,57,31,133,60,41,72,32,0,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/NcH7rHUmI19k,Andy Ward,First,Barry Cooper,1,28,WON,36,81,45,140,84,59,16,20,0,20,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/NcH7rHUmI19k,Barry Cooper,First,Andy Ward,2,27,LOST,38,60,38,33,46,58,25,21,29,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/NcH7rHUmI19k,Andy Ward,Second,Barry Cooper,2,25,WON,81,100,45,63,36,58,78,20,20,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/NcH7rHUmI19k,Barry Cooper,Second,Andy Ward,3,18,LOST,101,29,41,57,45,82,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/NcH7rHUmI19k,Andy Ward,First,Barry Cooper,3,20,WON,41,60,97,60,81,121,41,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/NcH7rHUmI19k,Barry Cooper,First,Andy Ward,4,21,LOST,46,33,91,60,79,124,38,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/NcH7rHUmI19k,Andy Ward,Second,Barry Cooper,4,19,WON,41,100,100,97,81,42,40,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/bAJfB0r456RR,Luke Lambourne,First,Danny Quayle,1,24,LOST,40,43,36,54,85,62,41,41,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/bAJfB0r456RR,Danny Quayle,Second,Luke Lambourne,1,24,WON,85,71,26,99,43,59,58,60,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/bAJfB0r456RR,Luke Lambourne,Second,Danny Quayle,2,25,WON,70,81,54,59,41,30,66,60,40,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/bAJfB0r456RR,Danny Quayle,First,Luke Lambourne,2,27,LOST,66,24,46,45,59,70,41,120,15,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/bAJfB0r456RR,Luke Lambourne,First,Danny Quayle,3,24,LOST,58,67,26,45,83,83,79,40,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/bAJfB0r456RR,Danny Quayle,Second,Luke Lambourne,3,22,WON,45,100,100,66,44,96,22,28,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/bAJfB0r456RR,Luke Lambourne,Second,Danny Quayle,4,30,LOST,45,44,59,30,22,84,96,43,58,0,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/bAJfB0r456RR,Danny Quayle,First,Luke Lambourne,4,32,WON,60,81,85,137,79,19,30,6,0,0,4,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/bAJfB0r456RR,Luke Lambourne,First,Danny Quayle,5,22,WON,42,42,180,85,66,46,0,40,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/bAJfB0r456RR,Danny Quayle,Second,Luke Lambourne,5,21,LOST,26,43,82,59,26,23,36,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/bAJfB0r456RR,Luke Lambourne,Second,Danny Quayle,6,21,LOST,41,95,40,43,72,135,35,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/bAJfB0r456RR,Danny Quayle,First,Luke Lambourne,6,22,WON,45,140,78,43,45,90,20,40,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/gNIVL8C18CzW,Mark Mcclatchey,First,Stephen Stavers,1,31,WON,25,9,26,60,92,66,83,100,30,0,10,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/gNIVL8C18CzW,Stephen Stavers,Second,Mark Mcclatchey,1,30,LOST,41,55,28,30,60,43,55,29,100,20,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/gNIVL8C18CzW,Mark Mcclatchey,Second,Stephen Stavers,2,23,WON,22,100,39,7,99,60,116,58,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/gNIVL8C18CzW,Stephen Stavers,First,Mark Mcclatchey,2,24,LOST,27,43,41,45,41,78,41,42,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/gNIVL8C18CzW,Mark Mcclatchey,First,Stephen Stavers,3,25,WON,85,100,60,24,60,26,52,54,40,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/gNIVL8C18CzW,Stephen Stavers,Second,Mark Mcclatchey,3,24,LOST,60,25,42,85,100,26,25,26,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/gNIVL8C18CzW,Mark Mcclatchey,Second,Stephen Stavers,4,24,LOST,60,140,36,85,100,40,0,20,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/gNIVL8C18CzW,Stephen Stavers,First,Mark Mcclatchey,4,25,WON,79,125,60,66,22,59,54,0,36,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/gNIVL8C18CzW,Mark Mcclatchey,First,Stephen Stavers,5,26,WON,45,97,81,60,100,40,28,34,16,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/gNIVL8C18CzW,Stephen Stavers,Second,Mark Mcclatchey,5,24,LOST,45,100,100,60,40,30,26,60,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/VaxpJoFsIwTy,Charlie Green,First,Liam Saxon,1,15,LOST,40,83,140,85,38,,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/VaxpJoFsIwTy,Liam Saxon,Second,Charlie Green,1,14,WON,96,180,100,105,20,,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/VaxpJoFsIwTy,Charlie Green,Second,Liam Saxon,2,18,LOST,60,60,85,100,41,85,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/VaxpJoFsIwTy,Liam Saxon,First,Charlie Green,2,20,WON,100,58,42,131,58,56,56,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/VaxpJoFsIwTy,Charlie Green,First,Liam Saxon,3,15,LOST,95,85,97,40,180,,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/VaxpJoFsIwTy,Liam Saxon,Second,Charlie Green,3,14,WON,99,134,98,122,48,,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/VaxpJoFsIwTy,Charlie Green,Second,Liam Saxon,4,9,LOST,127,140,100,,,,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/VaxpJoFsIwTy,Liam Saxon,First,Charlie Green,4,12,WON,140,83,180,98,,,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/mIYc65mTU9d4,John Nelson,First,Brandon Keen,1,25,WON,80,180,49,60,74,38,0,0,20,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/mIYc65mTU9d4,Brandon Keen,Second,John Nelson,1,24,LOST,62,77,85,97,85,24,69,0,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/mIYc65mTU9d4,John Nelson,Second,Brandon Keen,2,18,LOST,96,134,95,100,56,12,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/mIYc65mTU9d4,Brandon Keen,First,John Nelson,2,21,WON,121,58,41,85,45,45,106,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/mIYc65mTU9d4,John Nelson,First,Brandon Keen,3,16,WON,97,92,96,92,92,32,,,,,,,,,,,,,,,
