Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13
Ruislip,,,29/08/2025,Semi-Final,https://www.dartsatlas.com/matches/k3uIa54Vebut,Edgar Znutins,Second,Clive Burge,2,18,WON,121,85,100,95,43,57,,,,,,,
Ruislip,,,29/08/2025,Semi-Final,https://www.dartsatlas.com/matches/k3uIa54Vebut,Clive Burge,First,Edgar Znutins,2,18,LOST,41,60,140,41,121,38,,,,,,,
Ruislip,,,29/08/2025,Semi-Final,https://www.dartsatlas.com/matches/k3uIa54Vebut,Edgar Znutins,First,Clive Burge,3,22,WON,57,100,82,42,100,40,60,20,,,,,
Ruislip,,,29/08/2025,Semi-Final,https://www.dartsatlas.com/matches/k3uIa54Vebut,Clive Burge,Second,Edgar Znutins,3,21,LOST,55,85,41,41,140,83,36,,,,,,
Ruislip,,,29/08/2025,Semi-Final,https://www.dartsatlas.com/matches/k3uIa54Vebut,Edgar Znutins,Second,Clive Burge,4,18,WON,100,100,58,99,96,48,,,,,,,
Ruislip,,,29/08/2025,Semi-Final,https://www.dartsatlas.com/matches/k3uIa54Vebut,Clive Burge,First,Edgar Znutins,4,18,LOST,140,85,26,100,95,35,,,,,,,
Ruislip,,,29/08/2025,Semi-Final,https://www.dartsatlas.com/matches/k3uIa54Vebut,Edgar Znutins,First,Clive Burge,5,27,LOST,180,81,60,140,20,0,0,15,0,,,,
Ruislip,,,29/08/2025,Semi-Final,https://www.dartsatlas.com/matches/k3uIa54Vebut,Clive Burge,Second,Edgar Znutins,5,25,WON,28,100,28,60,121,60,64,20,20,,,,
Ruislip,,,29/08/2025,Semi-Final,https://www.dartsatlas.com/matches/k3uIa54Vebut,Edgar Znutins,Second,Clive Burge,6,21,LOST,77,60,60,40,28,85,57,,,,,,
Ruislip,,,29/08/2025,Semi-Final,https://www.dartsatlas.com/matches/k3uIa54Vebut,Clive Burge,First,Edgar Znutins,6,22,WON,60,100,60,140,24,59,38,20,,,,,
Ruislip,,,29/08/2025,Semi-Final,https://www.dartsatlas.com/matches/k3uIa54Vebut,Edgar Znutins,First,Clive Burge,7,18,WON,83,59,46,137,100,76,,,,,,,
Ruislip,,,29/08/2025,Semi-Final,https://www.dartsatlas.com/matches/k3uIa54Vebut,Clive Burge,Second,Edgar Znutins,7,15,LOST,140,41,60,62,100,,,,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/cf8zhwvDfRwu,Paul Upfold,Second,Josh Hook,1,15,LOST,100,81,40,41,68,,,,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/cf8zhwvDfRwu,Josh Hook,First,Paul Upfold,1,16,WON,140,115,99,85,30,32,,,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/cf8zhwvDfRwu,Paul Upfold,First,Josh Hook,2,21,LOST,140,44,65,28,60,60,50,,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/cf8zhwvDfRwu,Josh Hook,Second,Paul Upfold,2,21,WON,85,60,45,85,59,139,28,,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/cf8zhwvDfRwu,Paul Upfold,Second,Josh Hook,3,21,LOST,22,82,44,59,45,43,60,,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/cf8zhwvDfRwu,Josh Hook,First,Paul Upfold,3,22,WON,100,77,60,60,140,24,26,14,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/cf8zhwvDfRwu,Paul Upfold,First,Josh Hook,4,26,WON,119,81,62,44,57,44,62,0,32,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/cf8zhwvDfRwu,Josh Hook,Second,Paul Upfold,4,24,LOST,60,41,60,45,100,95,44,16,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/cf8zhwvDfRwu,Paul Upfold,Second,Josh Hook,5,21,LOST,38,31,60,31,81,60,30,,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/cf8zhwvDfRwu,Josh Hook,First,Paul Upfold,5,22,WON,81,85,55,55,42,100,47,36,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/DvFf259kQuFz,Ross Lee,First,Troy Power,1,24,LOST,60,82,81,58,60,45,75,24,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/DvFf259kQuFz,Troy Power,Second,Ross Lee,1,22,WON,85,63,45,43,171,46,40,8,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/DvFf259kQuFz,Ross Lee,Second,Troy Power,2,24,LOST,60,100,42,43,55,85,80,33,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/DvFf259kQuFz,Troy Power,First,Ross Lee,2,26,WON,56,40,85,60,180,40,24,0,16,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/DvFf259kQuFz,Ross Lee,First,Troy Power,3,25,WON,60,23,95,100,97,56,60,0,10,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/DvFf259kQuFz,Troy Power,Second,Ross Lee,3,24,LOST,41,85,60,30,100,100,15,30,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/DvFf259kQuFz,Ross Lee,Second,Troy Power,4,24,WON,55,45,24,59,83,125,70,40,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/DvFf259kQuFz,Troy Power,First,Ross Lee,4,24,LOST,32,28,58,60,39,100,58,86,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/DvFf259kQuFz,Ross Lee,First,Troy Power,5,24,WON,125,45,24,100,100,39,12,56,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/DvFf259kQuFz,Troy Power,Second,Ross Lee,5,21,LOST,99,26,85,80,45,45,31,,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/DvFf259kQuFz,Ross Lee,Second,Troy Power,6,21,LOST,125,10,85,43,81,81,36,,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/DvFf259kQuFz,Troy Power,First,Ross Lee,6,23,WON,58,46,84,65,84,46,98,20,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/DvFf259kQuFz,Ross Lee,First,Troy Power,7,27,LOST,100,81,28,41,26,40,9,71,45,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/DvFf259kQuFz,Troy Power,Second,Ross Lee,7,26,WON,60,60,59,60,98,58,74,16,16,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/iwPC8yFHCzxy,Edgar Znutins,First,Owen Cuthbert,1,24,WON,41,96,58,58,40,100,60,48,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/iwPC8yFHCzxy,Owen Cuthbert,Second,Edgar Znutins,1,21,LOST,45,60,98,55,39,84,85,,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/iwPC8yFHCzxy,Edgar Znutins,Second,Owen Cuthbert,2,17,WON,125,60,140,78,58,40,,,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/iwPC8yFHCzxy,Owen Cuthbert,First,Edgar Znutins,2,18,LOST,30,60,140,63,72,88,,,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/iwPC8yFHCzxy,Edgar Znutins,First,Owen Cuthbert,3,23,WON,57,134,59,95,40,56,40,20,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/iwPC8yFHCzxy,Owen Cuthbert,Second,Edgar Znutins,3,21,LOST,140,26,45,60,45,90,60,,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/iwPC8yFHCzxy,Edgar Znutins,Second,Owen Cuthbert,4,24,LOST,55,118,58,60,50,45,41,39,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/iwPC8yFHCzxy,Owen Cuthbert,First,Edgar Znutins,4,27,WON,140,58,87,100,88,14,0,0,14,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/iwPC8yFHCzxy,Edgar Znutins,First,Owen Cuthbert,5,23,WON,45,81,60,100,59,24,76,56,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/iwPC8yFHCzxy,Owen Cuthbert,Second,Edgar Znutins,5,21,LOST,45,58,58,100,40,84,36,,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/skPpI9QZQ3X9,Kian Dominguez,Second,Clive Burge,1,24,LOST,68,44,44,26,26,125,41,60,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/skPpI9QZQ3X9,Clive Burge,First,Kian Dominguez,1,26,WON,100,81,100,40,60,60,40,10,10,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/skPpI9QZQ3X9,Kian Dominguez,First,Clive Burge,2,27,LOST,38,83,47,125,41,41,46,40,20,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/skPpI9QZQ3X9,Clive Burge,Second,Kian Dominguez,2,26,WON,41,100,41,41,100,41,59,38,40,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/skPpI9QZQ3X9,Kian Dominguez,Second,Clive Burge,3,21,LOST,58,81,29,45,58,40,94,,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/skPpI9QZQ3X9,Clive Burge,First,Kian Dominguez,3,24,WON,140,43,45,41,60,41,91,40,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/skPpI9QZQ3X9,Kian Dominguez,First,Clive Burge,4,23,WON,100,59,81,137,42,42,30,10,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/skPpI9QZQ3X9,Clive Burge,Second,Kian Dominguez,4,21,LOST,85,100,60,26,60,138,16,,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/skPpI9QZQ3X9,Kian Dominguez,Second,Clive Burge,5,21,LOST,40,59,99,42,81,60,80,,,,,,
Ruislip,,,29/08/2025,Quarter-Final,https://www.dartsatlas.com/matches/skPpI9QZQ3X9,Clive Burge,First,Kian Dominguez,5,22,WON,41,60,41,100,60,99,80,20,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/btZztovULQwo,Malcolm Spoor,Second,Paul Upfold,1,27,LOST,77,5,7,22,7,41,37,24,81,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/btZztovULQwo,Paul Upfold,First,Malcolm Spoor,1,29,WON,33,41,67,60,100,100,13,83,0,4,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/btZztovULQwo,Malcolm Spoor,First,Paul Upfold,2,33,LOST,24,30,22,26,26,45,21,30,60,125,44,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/btZztovULQwo,Paul Upfold,Second,Malcolm Spoor,2,31,WON,41,44,41,45,60,45,140,75,0,0,10,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/btZztovULQwo,Malcolm Spoor,Second,Paul Upfold,3,15,LOST,28,7,26,85,27,,,,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/btZztovULQwo,Paul Upfold,First,Malcolm Spoor,3,17,WON,72,140,81,100,68,40,,,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/btZztovULQwo,Malcolm Spoor,First,Paul Upfold,4,30,LOST,85,52,22,30,22,45,28,55,25,34,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/btZztovULQwo,Paul Upfold,Second,Malcolm Spoor,4,28,WON,15,44,44,55,38,100,59,60,46,40,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/HQ3NWRVHv6FP,Josh Hook,Second,Jono Harding,1,20,WON,83,60,82,40,100,60,76,,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/HQ3NWRVHv6FP,Jono Harding,First,Josh Hook,1,21,LOST,60,21,45,45,85,59,58,,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/HQ3NWRVHv6FP,Josh Hook,First,Jono Harding,2,21,WON,55,134,60,97,60,55,40,,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/HQ3NWRVHv6FP,Jono Harding,Second,Josh Hook,2,18,LOST,81,100,26,42,85,99,,,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/HQ3NWRVHv6FP,Josh Hook,Second,Jono Harding,3,21,WON,100,100,56,70,95,60,20,,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/HQ3NWRVHv6FP,Jono Harding,First,Josh Hook,3,21,LOST,100,41,55,58,23,32,41,,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/HQ3NWRVHv6FP,Josh Hook,First,Jono Harding,4,21,WON,100,60,79,79,126,47,10,,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/HQ3NWRVHv6FP,Jono Harding,Second,Josh Hook,4,18,LOST,135,58,51,36,60,47,,,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/RJWHT84XBkao,Ross Lee,First,Rob Message,1,39,WON,26,40,36,60,45,40,39,121,26,43,0,9,16
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/RJWHT84XBkao,Rob Message,Second,Ross Lee,1,36,LOST,60,65,17,80,30,60,25,44,60,40,10,6,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/RJWHT84XBkao,Ross Lee,Second,Rob Message,2,25,WON,41,58,64,40,41,83,58,100,16,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/RJWHT84XBkao,Rob Message,First,Ross Lee,2,27,LOST,59,81,45,100,45,45,66,20,0,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/RJWHT84XBkao,Ross Lee,First,Rob Message,3,24,WON,46,47,60,26,100,45,83,94,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/RJWHT84XBkao,Rob Message,Second,Ross Lee,3,21,LOST,70,45,123,87,22,44,27,,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/RJWHT84XBkao,Ross Lee,Second,Rob Message,4,30,LOST,85,39,45,63,43,45,60,38,23,40,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/RJWHT84XBkao,Rob Message,First,Ross Lee,4,32,WON,31,60,137,60,43,30,45,55,0,5,35,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/RJWHT84XBkao,Ross Lee,First,Rob Message,5,35,WON,95,80,100,85,73,48,13,3,0,2,0,2,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/RJWHT84XBkao,Rob Message,Second,Ross Lee,5,33,LOST,60,100,46,60,30,45,54,27,77,0,0,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/T25NBn13KMBK,Troy Power,Second,Connor Merrick,1,23,WON,45,140,43,56,32,85,80,20,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/T25NBn13KMBK,Connor Merrick,First,Troy Power,1,24,LOST,42,134,60,41,81,87,36,0,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/T25NBn13KMBK,Troy Power,First,Connor Merrick,2,24,WON,59,41,60,60,180,49,20,32,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/T25NBn13KMBK,Connor Merrick,Second,Troy Power,2,21,LOST,59,57,85,136,44,25,38,,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/T25NBn13KMBK,Troy Power,Second,Connor Merrick,3,26,WON,40,55,85,55,59,59,56,40,52,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/T25NBn13KMBK,Connor Merrick,First,Troy Power,3,27,LOST,81,83,58,60,19,60,100,32,0,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/T25NBn13KMBK,Troy Power,First,Connor Merrick,4,21,LOST,60,60,46,46,140,31,42,,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/T25NBn13KMBK,Connor Merrick,Second,Troy Power,4,21,WON,100,81,40,100,100,0,80,,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/T25NBn13KMBK,Troy Power,Second,Connor Merrick,5,23,WON,58,140,59,85,41,58,52,8,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/T25NBn13KMBK,Connor Merrick,First,Troy Power,5,24,LOST,45,36,45,60,20,100,50,78,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/8pv4Ytpp7xS6,Edgar Znutins,First,Steve Henry,1,26,WON,60,85,43,121,100,44,32,0,16,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/8pv4Ytpp7xS6,Steve Henry,Second,Edgar Znutins,1,24,LOST,42,85,47,140,32,41,58,36,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/8pv4Ytpp7xS6,Edgar Znutins,Second,Steve Henry,2,21,LOST,140,46,45,100,21,97,12,,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/8pv4Ytpp7xS6,Steve Henry,First,Edgar Znutins,2,23,WON,85,59,95,58,86,28,80,10,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/8pv4Ytpp7xS6,Edgar Znutins,First,Steve Henry,3,15,WON,85,60,140,140,76,,,,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/8pv4Ytpp7xS6,Steve Henry,Second,Edgar Znutins,3,12,LOST,45,28,45,45,,,,,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/8pv4Ytpp7xS6,Edgar Znutins,Second,Steve Henry,4,24,WON,28,44,43,95,100,99,80,12,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/8pv4Ytpp7xS6,Steve Henry,First,Edgar Znutins,4,24,LOST,83,21,30,21,80,17,96,31,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/8pv4Ytpp7xS6,Edgar Znutins,First,Steve Henry,5,22,WON,100,60,60,120,51,38,32,40,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/8pv4Ytpp7xS6,Steve Henry,Second,Edgar Znutins,5,21,LOST,79,57,59,19,15,34,45,,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/ndSJY80WxB9X,Owen Cuthbert,First,John Mcdermott,1,22,WON,45,41,55,100,74,162,0,24,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/ndSJY80WxB9X,John Mcdermott,Second,Owen Cuthbert,1,21,LOST,36,43,85,59,46,115,57,,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/ndSJY80WxB9X,Owen Cuthbert,Second,John Mcdermott,2,24,LOST,81,58,45,42,45,140,54,18,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/ndSJY80WxB9X,John Mcdermott,First,Owen Cuthbert,2,27,WON,70,64,81,83,81,78,19,0,25,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/ndSJY80WxB9X,Owen Cuthbert,First,John Mcdermott,3,24,WON,100,57,60,58,97,57,40,32,,,,,
