Venue,Division,Season,Date,Round,URL,Player,Opponent,First Thrower,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13,Throw_14,Throw_15
Morden,Division One,39,,,https://www.dartsatlas.com/matches/P1Z86DrI3k8D,Darren Evans,Daryl Clarke,First,11,24,WON,85,45,100,45,43,59,92,32,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/P1Z86DrI3k8D,Daryl Clarke,Darren Evans,Second,11,21,LOST,24,99,43,59,77,41,58,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/P1Z86DrI3k8D,Darren Evans,Daryl Clarke,Second,12,27,WON,45,17,44,60,60,45,7,99,124,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/P1Z86DrI3k8D,Daryl Clarke,Darren Evans,First,12,27,LOST,44,42,55,99,60,99,39,16,31,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/P1Z86DrI3k8D,Darren Evans,Daryl Clarke,First,13,24,WON,26,100,60,66,125,100,16,8,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/P1Z86DrI3k8D,Daryl Clarke,Darren Evans,Second,13,21,LOST,99,66,74,26,58,42,82,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/P1Z86DrI3k8D,Darren Evans,Daryl Clarke,Second,14,24,WON,60,100,81,45,140,39,18,18,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/P1Z86DrI3k8D,Daryl Clarke,Darren Evans,First,14,24,LOST,93,100,42,96,60,40,13,23,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/40spFZm6FImf,Dylan Loughnane,James Edghill,First,1,20,WON,100,60,81,81,99,40,40,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/40spFZm6FImf,James Edghill,Dylan Loughnane,Second,1,18,LOST,88,82,34,60,48,36,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/40spFZm6FImf,Dylan Loughnane,James Edghill,Second,2,24,LOST,45,60,41,40,85,41,59,60,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/40spFZm6FImf,James Edghill,Dylan Loughnane,First,2,26,WON,45,45,32,41,133,95,49,21,40,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/40spFZm6FImf,Dylan Loughnane,James Edghill,First,3,21,LOST,85,85,41,132,41,47,30,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/40spFZm6FImf,James Edghill,Dylan Loughnane,Second,3,20,WON,42,133,45,76,96,57,52,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/40spFZm6FImf,Dylan Loughnane,James Edghill,Second,4,17,WON,121,121,140,99,15,5,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/40spFZm6FImf,James Edghill,Dylan Loughnane,First,4,18,LOST,40,76,31,45,95,95,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/40spFZm6FImf,Dylan Loughnane,James Edghill,First,5,24,WON,180,26,40,24,43,58,65,65,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/40spFZm6FImf,James Edghill,Dylan Loughnane,Second,5,21,LOST,60,9,47,62,98,44,83,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/40spFZm6FImf,Dylan Loughnane,James Edghill,Second,6,32,WON,85,7,76,36,41,41,30,55,43,77,10,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/40spFZm6FImf,James Edghill,Dylan Loughnane,First,6,33,LOST,45,30,28,39,99,72,13,133,34,0,0,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/40spFZm6FImf,Dylan Loughnane,James Edghill,First,7,14,WON,140,121,100,100,40,,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/40spFZm6FImf,James Edghill,Dylan Loughnane,Second,7,12,LOST,81,140,95,95,,,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/40spFZm6FImf,Dylan Loughnane,James Edghill,Second,8,30,LOST,60,26,85,60,140,54,56,0,10,6,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/40spFZm6FImf,James Edghill,Dylan Loughnane,First,8,32,WON,43,30,29,46,60,45,28,41,36,95,48,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/40spFZm6FImf,Dylan Loughnane,James Edghill,First,9,30,LOST,45,60,41,45,81,55,62,44,60,0,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/40spFZm6FImf,James Edghill,Dylan Loughnane,Second,9,28,WON,32,140,17,60,42,42,46,97,9,16,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/40spFZm6FImf,Dylan Loughnane,James Edghill,Second,10,22,WON,22,26,80,100,95,100,38,40,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/40spFZm6FImf,James Edghill,Dylan Loughnane,First,10,24,LOST,3,44,67,37,45,140,121,28,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/40spFZm6FImf,Dylan Loughnane,James Edghill,First,11,27,LOST,45,28,62,55,60,55,30,130,20,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/40spFZm6FImf,James Edghill,Dylan Loughnane,Second,11,27,WON,28,140,95,55,43,44,56,30,10,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/40spFZm6FImf,Dylan Loughnane,James Edghill,Second,12,26,WON,60,60,81,45,81,22,60,52,40,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/40spFZm6FImf,James Edghill,Dylan Loughnane,First,12,27,LOST,35,95,77,59,77,41,29,80,0,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/40spFZm6FImf,Dylan Loughnane,James Edghill,First,13,29,WON,55,30,27,41,60,100,98,45,25,20,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/40spFZm6FImf,James Edghill,Dylan Loughnane,Second,13,27,LOST,41,29,87,88,55,45,49,39,64,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Lqp1s3L7VcUj,Colm Mc Girl,Michael Fitzgerald,Second,1,22,WON,41,81,80,41,100,88,30,40,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Lqp1s3L7VcUj,Michael Fitzgerald,Colm Mc Girl,First,1,24,LOST,26,60,60,100,79,85,51,21,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Lqp1s3L7VcUj,Colm Mc Girl,Michael Fitzgerald,First,2,21,LOST,83,59,100,81,66,45,59,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Lqp1s3L7VcUj,Michael Fitzgerald,Colm Mc Girl,Second,2,21,WON,9,180,43,49,95,77,48,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Lqp1s3L7VcUj,Colm Mc Girl,Michael Fitzgerald,Second,3,24,LOST,70,41,60,59,60,26,60,38,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Lqp1s3L7VcUj,Michael Fitzgerald,Colm Mc Girl,First,3,27,WON,36,41,30,95,121,52,58,60,8,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Lqp1s3L7VcUj,Colm Mc Girl,Michael Fitzgerald,First,4,39,LOST,77,60,41,45,85,45,80,28,8,27,1,0,0,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Lqp1s3L7VcUj,Michael Fitzgerald,Colm Mc Girl,Second,4,38,WON,22,81,26,43,60,60,26,30,26,32,56,25,14,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Lqp1s3L7VcUj,Colm Mc Girl,Michael Fitzgerald,Second,5,15,LOST,140,85,85,41,28,,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Lqp1s3L7VcUj,Michael Fitzgerald,Colm Mc Girl,First,5,17,WON,100,85,60,81,121,54,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Lqp1s3L7VcUj,Colm Mc Girl,Michael Fitzgerald,First,6,24,LOST,60,41,40,60,58,26,41,44,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Lqp1s3L7VcUj,Michael Fitzgerald,Colm Mc Girl,Second,6,24,WON,100,36,100,60,121,38,26,20,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Lqp1s3L7VcUj,Colm Mc Girl,Michael Fitzgerald,Second,7,24,WON,55,21,125,43,40,135,72,10,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Lqp1s3L7VcUj,Michael Fitzgerald,Colm Mc Girl,First,7,24,LOST,55,60,55,41,15,41,41,81,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Lqp1s3L7VcUj,Colm Mc Girl,Michael Fitzgerald,First,8,18,LOST,100,100,100,40,47,56,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Lqp1s3L7VcUj,Michael Fitzgerald,Colm Mc Girl,Second,8,18,WON,100,140,140,26,31,64,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Lqp1s3L7VcUj,Colm Mc Girl,Michael Fitzgerald,Second,9,39,LOST,60,28,41,45,65,81,36,85,20,10,0,24,4,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Lqp1s3L7VcUj,Michael Fitzgerald,Colm Mc Girl,First,9,40,WON,140,60,60,26,25,24,126,30,0,0,8,0,0,2,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Lqp1s3L7VcUj,Colm Mc Girl,Michael Fitzgerald,First,10,21,WON,85,40,41,98,45,81,111,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Lqp1s3L7VcUj,Michael Fitzgerald,Colm Mc Girl,Second,10,18,LOST,100,45,45,40,45,60,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Lqp1s3L7VcUj,Colm Mc Girl,Michael Fitzgerald,Second,11,22,WON,100,97,40,100,30,85,29,20,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Lqp1s3L7VcUj,Michael Fitzgerald,Colm Mc Girl,First,11,24,LOST,45,60,60,82,40,140,54,0,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Lqp1s3L7VcUj,Colm Mc Girl,Michael Fitzgerald,First,12,21,WON,83,60,125,100,86,31,16,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Lqp1s3L7VcUj,Michael Fitzgerald,Colm Mc Girl,Second,12,18,LOST,41,45,121,100,45,117,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Lqp1s3L7VcUj,Colm Mc Girl,Michael Fitzgerald,Second,13,21,WON,60,140,85,83,85,23,25,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Lqp1s3L7VcUj,Michael Fitzgerald,Colm Mc Girl,First,13,21,LOST,85,43,60,121,60,82,30,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Lqp1s3L7VcUj,Colm Mc Girl,Michael Fitzgerald,First,14,30,LOST,26,47,60,40,59,100,78,31,20,30,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Lqp1s3L7VcUj,Michael Fitzgerald,Colm Mc Girl,Second,14,30,WON,100,55,85,45,26,60,94,27,6,3,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/KM7mno05JQgg,James Edghill,Daryl Clarke,First,1,31,WON,45,25,97,92,60,41,53,68,0,0,20,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/KM7mno05JQgg,Daryl Clarke,James Edghill,Second,1,30,LOST,29,22,60,81,28,140,52,59,0,0,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/KM7mno05JQgg,James Edghill,Daryl Clarke,Second,2,24,LOST,93,28,45,41,47,27,41,133,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/KM7mno05JQgg,Daryl Clarke,James Edghill,First,2,27,WON,46,28,97,58,43,42,19,100,68,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/KM7mno05JQgg,James Edghill,Daryl Clarke,First,3,22,WON,41,66,82,56,85,79,52,40,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/KM7mno05JQgg,Daryl Clarke,James Edghill,Second,3,21,LOST,62,100,99,82,40,52,48,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/KM7mno05JQgg,James Edghill,Daryl Clarke,Second,4,31,WON,91,38,83,45,96,13,20,59,46,0,10,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/KM7mno05JQgg,Daryl Clarke,James Edghill,First,4,33,LOST,41,52,39,38,42,38,43,24,40,44,80,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/KM7mno05JQgg,James Edghill,Daryl Clarke,First,5,22,WON,80,45,74,81,122,59,0,40,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/KM7mno05JQgg,Daryl Clarke,James Edghill,Second,5,21,LOST,41,82,43,21,43,68,60,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/KM7mno05JQgg,James Edghill,Daryl Clarke,Second,6,31,WON,59,59,55,43,53,32,24,100,41,19,16,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/KM7mno05JQgg,Daryl Clarke,James Edghill,First,6,33,LOST,18,21,97,60,27,44,38,78,27,71,0,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/KM7mno05JQgg,James Edghill,Daryl Clarke,First,7,27,WON,55,100,27,100,47,57,41,34,40,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/KM7mno05JQgg,Daryl Clarke,James Edghill,Second,7,24,LOST,63,39,40,24,44,27,92,60,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/KM7mno05JQgg,James Edghill,Daryl Clarke,Second,8,22,WON,80,95,98,43,57,80,32,16,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/KM7mno05JQgg,Daryl Clarke,James Edghill,First,8,24,LOST,60,60,60,60,48,38,41,23,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/KM7mno05JQgg,James Edghill,Daryl Clarke,First,9,28,WON,60,17,55,64,95,33,27,57,69,24,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/KM7mno05JQgg,Daryl Clarke,James Edghill,Second,9,27,LOST,40,28,100,57,59,57,24,45,51,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/exw5x0KwNRbQ,Darren Evans,Andy Bradley-Nye,Second,1,18,LOST,100,55,45,60,60,125,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/exw5x0KwNRbQ,Andy Bradley-Nye,Darren Evans,First,1,20,WON,26,180,45,41,121,47,41,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/exw5x0KwNRbQ,Darren Evans,Andy Bradley-Nye,First,2,26,WON,55,100,26,85,81,78,36,20,20,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/exw5x0KwNRbQ,Andy Bradley-Nye,Darren Evans,Second,2,24,LOST,45,60,60,85,41,41,59,74,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/exw5x0KwNRbQ,Darren Evans,Andy Bradley-Nye,Second,3,25,WON,30,140,60,55,100,42,42,16,16,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/exw5x0KwNRbQ,Andy Bradley-Nye,Darren Evans,First,3,27,LOST,41,41,40,85,100,40,41,47,60,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/exw5x0KwNRbQ,Darren Evans,Andy Bradley-Nye,First,4,28,WON,45,43,60,83,140,52,38,30,6,4,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/exw5x0KwNRbQ,Andy Bradley-Nye,Darren Evans,Second,4,27,LOST,62,83,81,43,41,27,138,22,2,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/exw5x0KwNRbQ,Darren Evans,Andy Bradley-Nye,Second,5,24,WON,41,41,60,81,7,180,75,16,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/exw5x0KwNRbQ,Andy Bradley-Nye,Darren Evans,First,5,24,LOST,41,41,11,81,45,22,13,41,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/exw5x0KwNRbQ,Darren Evans,Andy Bradley-Nye,First,6,24,LOST,81,45,60,100,25,140,30,15,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/exw5x0KwNRbQ,Andy Bradley-Nye,Darren Evans,Second,6,23,WON,60,60,60,41,81,85,94,20,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/exw5x0KwNRbQ,Darren Evans,Andy Bradley-Nye,Second,7,18,LOST,81,60,60,27,99,60,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/exw5x0KwNRbQ,Andy Bradley-Nye,Darren Evans,First,7,20,WON,100,60,60,30,60,95,96,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/exw5x0KwNRbQ,Darren Evans,Andy Bradley-Nye,First,8,18,LOST,101,60,100,60,60,60,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/exw5x0KwNRbQ,Andy Bradley-Nye,Darren Evans,Second,8,16,WON,45,180,100,60,92,24,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/exw5x0KwNRbQ,Darren Evans,Andy Bradley-Nye,Second,9,33,LOST,60,60,11,41,41,100,41,24,28,55,35,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/exw5x0KwNRbQ,Andy Bradley-Nye,Darren Evans,First,9,34,WON,9,60,85,41,43,45,26,100,40,32,0,20,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/exw5x0KwNRbQ,Darren Evans,Andy Bradley-Nye,First,10,20,WON,40,43,55,55,180,92,36,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/exw5x0KwNRbQ,Andy Bradley-Nye,Darren Evans,Second,10,18,LOST,81,17,100,100,85,44,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/exw5x0KwNRbQ,Darren Evans,Andy Bradley-Nye,Second,11,19,WON,85,100,60,85,97,34,40,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/exw5x0KwNRbQ,Andy Bradley-Nye,Darren Evans,First,11,21,LOST,41,60,85,81,100,83,19,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/exw5x0KwNRbQ,Darren Evans,Andy Bradley-Nye,First,12,30,LOST,45,45,100,140,60,48,23,1,31,6,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/exw5x0KwNRbQ,Andy Bradley-Nye,Darren Evans,Second,12,29,WON,45,83,55,45,60,45,100,36,20,12,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/exw5x0KwNRbQ,Darren Evans,Andy Bradley-Nye,Second,13,24,LOST,45,41,80,60,45,60,45,55,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/exw5x0KwNRbQ,Andy Bradley-Nye,Darren Evans,First,13,25,WON,60,125,60,60,43,59,86,0,8,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/exw5x0KwNRbQ,Darren Evans,Andy Bradley-Nye,First,14,19,WON,140,95,60,66,60,60,20,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/exw5x0KwNRbQ,Andy Bradley-Nye,Darren Evans,Second,14,18,LOST,60,60,100,81,66,44,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/E0lCTVoUp4QJ,Dylan Loughnane,Mike Wallis,Second,1,27,LOST,19,47,45,41,45,41,30,5,60,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/E0lCTVoUp4QJ,Mike Wallis,Dylan Loughnane,First,1,29,WON,43,41,96,41,80,46,60,12,42,40,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/E0lCTVoUp4QJ,Dylan Loughnane,Mike Wallis,First,2,18,WON,100,140,45,60,80,76,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/E0lCTVoUp4QJ,Mike Wallis,Dylan Loughnane,Second,2,15,LOST,68,45,45,41,41,,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/E0lCTVoUp4QJ,Dylan Loughnane,Mike Wallis,Second,3,12,LOST,121,95,100,11,,,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/E0lCTVoUp4QJ,Mike Wallis,Dylan Loughnane,First,3,15,WON,125,100,98,66,112,,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/E0lCTVoUp4QJ,Dylan Loughnane,Mike Wallis,First,4,21,LOST,68,22,50,83,45,7,66,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/E0lCTVoUp4QJ,Mike Wallis,Dylan Loughnane,Second,4,20,WON,47,81,85,180,102,0,6,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/E0lCTVoUp4QJ,Dylan Loughnane,Mike Wallis,Second,5,30,WON,45,41,26,9,30,81,100,94,30,45,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/E0lCTVoUp4QJ,Mike Wallis,Dylan Loughnane,First,5,30,LOST,100,140,121,44,58,22,8,0,0,4,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/E0lCTVoUp4QJ,Dylan Loughnane,Mike Wallis,First,6,24,LOST,41,100,43,21,55,55,82,78,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/E0lCTVoUp4QJ,Mike Wallis,Dylan Loughnane,Second,6,23,WON,90,54,26,60,89,96,61,25,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/E0lCTVoUp4QJ,Dylan Loughnane,Mike Wallis,Second,7,24,LOST,43,60,15,38,22,40,5,45,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/E0lCTVoUp4QJ,Mike Wallis,Dylan Loughnane,First,7,26,WON,17,45,85,60,45,45,68,96,40,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/E0lCTVoUp4QJ,Dylan Loughnane,Mike Wallis,First,8,27,LOST,45,100,41,55,60,78,66,46,0,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/E0lCTVoUp4QJ,Mike Wallis,Dylan Loughnane,Second,8,25,WON,84,45,80,43,99,86,24,0,40,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/E0lCTVoUp4QJ,Dylan Loughnane,Mike Wallis,Second,9,21,LOST,58,81,50,41,60,140,31,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/E0lCTVoUp4QJ,Mike Wallis,Dylan Loughnane,First,9,23,WON,45,45,55,95,41,100,60,60,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/E0lCTVoUp4QJ,Dylan Loughnane,Mike Wallis,First,10,21,LOST,100,22,40,38,41,60,41,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/E0lCTVoUp4QJ,Mike Wallis,Dylan Loughnane,Second,10,19,WON,100,60,85,60,100,92,4,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6wJfTGtKQJAM,Ian Gower,Michael Fitzgerald,First,1,27,LOST,85,24,46,77,20,26,40,45,26,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6wJfTGtKQJAM,Michael Fitzgerald,Ian Gower,Second,1,25,WON,45,26,41,85,60,100,96,28,20,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6wJfTGtKQJAM,Ian Gower,Michael Fitzgerald,Second,2,18,LOST,135,26,24,7,85,60,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6wJfTGtKQJAM,Michael Fitzgerald,Ian Gower,First,2,19,WON,28,83,180,28,140,26,16,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6wJfTGtKQJAM,Ian Gower,Michael Fitzgerald,First,3,21,LOST,85,55,26,101,40,23,28,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6wJfTGtKQJAM,Michael Fitzgerald,Ian Gower,Second,3,19,WON,60,100,45,60,81,131,24,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6wJfTGtKQJAM,Ian Gower,Michael Fitzgerald,Second,4,27,LOST,30,59,25,43,44,41,41,65,103,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6wJfTGtKQJAM,Michael Fitzgerald,Ian Gower,First,4,29,WON,41,40,60,70,41,45,81,55,52,16,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6wJfTGtKQJAM,Ian Gower,Michael Fitzgerald,First,5,27,WON,80,100,81,41,85,24,40,34,16,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6wJfTGtKQJAM,Michael Fitzgerald,Ian Gower,Second,5,24,LOST,26,60,55,62,28,28,100,76,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6wJfTGtKQJAM,Ian Gower,Michael Fitzgerald,Second,6,18,LOST,31,41,58,26,45,45,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6wJfTGtKQJAM,Michael Fitzgerald,Ian Gower,First,6,19,WON,22,85,125,97,83,57,32,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6wJfTGtKQJAM,Ian Gower,Michael Fitzgerald,First,7,33,LOST,30,7,30,26,39,43,84,35,62,30,35,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6wJfTGtKQJAM,Michael Fitzgerald,Ian Gower,Second,7,32,WON,41,22,81,60,100,26,43,56,32,26,14,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6wJfTGtKQJAM,Ian Gower,Michael Fitzgerald,Second,8,33,LOST,24,9,44,85,59,9,35,21,30,23,26,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6wJfTGtKQJAM,Michael Fitzgerald,Ian Gower,First,8,34,WON,43,41,60,76,25,26,80,40,40,30,20,20,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6wJfTGtKQJAM,Ian Gower,Michael Fitzgerald,First,9,45,LOST,45,30,32,50,85,42,59,45,11,48,14,30,0,0,0
Morden,Division One,39,,,https://www.dartsatlas.com/matches/6wJfTGtKQJAM,Michael Fitzgerald,Ian Gower,Second,9,43,WON,60,60,60,62,30,31,85,77,28,0,0,0,0,0,8
Morden,Division One,39,,,https://www.dartsatlas.com/matches/QnRrIsbXUzLV,James Edghill,Andy Bradley-Nye,First,1,15,LOST,82,43,41,100,66,,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/QnRrIsbXUzLV,Andy Bradley-Nye,James Edghill,Second,1,15,WON,60,60,180,81,120,,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/QnRrIsbXUzLV,James Edghill,Andy Bradley-Nye,Second,2,25,WON,45,78,82,81,81,50,44,30,10,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/QnRrIsbXUzLV,Andy Bradley-Nye,James Edghill,First,2,27,LOST,55,60,41,60,43,28,60,9,55,,,,,,
