Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13,Throw_14,Throw_15,Throw_16,Throw_17,Throw_18,Throw_19,Throw_20,Throw_21,Throw_22,Throw_23,Throw_24
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/EppVx0W1hWWi,Keiron Daniels,Second,Philip Mackenzie,4,33,LOST,40,60,35,24,34,39,65,35,57,80,30,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/EppVx0W1hWWi,Philip Mackenzie,First,Keiron Daniels,4,34,WON,5,22,70,40,41,43,25,37,100,22,82,14,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/EppVx0W1hWWi,Keiron Daniels,First,Philip Mackenzie,5,42,LOST,45,52,41,37,26,20,52,27,12,72,33,44,20,12,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/EppVx0W1hWWi,Philip Mackenzie,Second,Keiron Daniels,5,42,WON,22,58,140,24,30,41,41,11,41,47,32,10,0,4,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/EppVx0W1hWWi,Keiron Daniels,Second,Philip Mackenzie,6,30,WON,80,60,85,10,34,71,40,50,48,23,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/EppVx0W1hWWi,Philip Mackenzie,First,Keiron Daniels,6,30,LOST,43,22,11,95,41,41,24,55,30,57,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/EppVx0W1hWWi,Keiron Daniels,First,Philip Mackenzie,7,29,WON,35,90,70,100,34,35,16,60,41,20,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/EppVx0W1hWWi,Philip Mackenzie,Second,Keiron Daniels,7,27,LOST,40,45,7,41,26,41,30,43,60,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/EppVx0W1hWWi,Keiron Daniels,Second,Philip Mackenzie,8,24,LOST,81,21,45,29,28,25,120,31,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/EppVx0W1hWWi,Philip Mackenzie,First,Keiron Daniels,8,26,WON,43,81,100,62,41,85,49,30,10,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/EppVx0W1hWWi,Keiron Daniels,First,Philip Mackenzie,9,26,WON,32,61,45,85,100,72,24,47,35,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/EppVx0W1hWWi,Philip Mackenzie,Second,Keiron Daniels,9,24,LOST,85,7,76,7,37,14,41,35,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/EppVx0W1hWWi,Keiron Daniels,Second,Philip Mackenzie,10,27,LOST,65,41,11,25,11,85,60,45,50,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/EppVx0W1hWWi,Philip Mackenzie,First,Keiron Daniels,10,29,WON,38,81,41,45,81,45,91,39,20,20,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/EppVx0W1hWWi,Keiron Daniels,First,Philip Mackenzie,11,45,LOST,45,45,21,45,76,57,11,26,50,80,0,41,2,0,0,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/EppVx0W1hWWi,Philip Mackenzie,Second,Keiron Daniels,11,44,WON,36,45,140,40,35,26,41,24,40,34,0,20,12,0,8,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/EppVx0W1hWWi,Keiron Daniels,Second,Philip Mackenzie,12,36,WON,60,32,30,59,80,61,52,80,27,6,7,7,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/EppVx0W1hWWi,Philip Mackenzie,First,Keiron Daniels,12,36,LOST,40,30,41,36,49,30,100,58,42,27,16,24,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/EppVx0W1hWWi,Keiron Daniels,First,Philip Mackenzie,13,33,LOST,25,70,100,120,100,55,11,0,0,10,0,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/EppVx0W1hWWi,Philip Mackenzie,Second,Keiron Daniels,13,31,WON,81,41,61,121,83,40,23,36,0,3,12,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/EppVx0W1hWWi,Keiron Daniels,Second,Philip Mackenzie,14,20,WON,85,80,85,45,100,58,48,,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/EppVx0W1hWWi,Philip Mackenzie,First,Keiron Daniels,14,21,LOST,45,100,45,41,26,46,7,,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/gmokfQWcAnWv,Jamie Loader,Second,Simon Daniels,1,27,WON,85,140,76,43,31,91,26,5,4,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/gmokfQWcAnWv,Simon Daniels,First,Jamie Loader,1,27,LOST,47,39,95,81,52,64,63,20,8,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/gmokfQWcAnWv,Jamie Loader,First,Simon Daniels,2,36,LOST,26,45,32,29,43,41,60,25,93,7,22,38,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/gmokfQWcAnWv,Simon Daniels,Second,Jamie Loader,2,34,WON,60,60,52,85,58,60,86,24,8,0,0,8,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/gmokfQWcAnWv,Jamie Loader,Second,Simon Daniels,3,30,LOST,22,33,39,28,41,59,13,44,39,83,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/gmokfQWcAnWv,Simon Daniels,First,Jamie Loader,3,32,WON,85,26,80,61,30,66,40,61,38,12,2,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/gmokfQWcAnWv,Jamie Loader,First,Simon Daniels,4,34,WON,38,24,40,95,45,44,35,26,24,11,79,40,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/gmokfQWcAnWv,Simon Daniels,Second,Jamie Loader,4,33,LOST,48,73,26,62,26,60,28,45,31,70,20,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/gmokfQWcAnWv,Jamie Loader,Second,Simon Daniels,5,38,WON,42,45,45,28,60,60,41,57,28,39,39,9,8,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/gmokfQWcAnWv,Simon Daniels,First,Jamie Loader,5,39,LOST,45,100,45,101,34,127,9,14,18,0,0,0,0,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/gmokfQWcAnWv,Jamie Loader,First,Simon Daniels,6,23,WON,81,60,63,80,88,66,23,40,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/gmokfQWcAnWv,Simon Daniels,Second,Jamie Loader,6,21,LOST,85,26,60,30,41,95,57,,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/gmokfQWcAnWv,Jamie Loader,Second,Simon Daniels,7,45,WON,65,30,9,45,44,7,24,42,65,134,18,0,6,0,12,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/gmokfQWcAnWv,Simon Daniels,First,Jamie Loader,7,45,LOST,8,60,59,8,85,60,46,66,34,39,8,14,0,0,0,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/gmokfQWcAnWv,Jamie Loader,First,Simon Daniels,8,24,LOST,25,92,59,25,60,44,22,98,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/gmokfQWcAnWv,Simon Daniels,Second,Jamie Loader,8,23,WON,62,100,60,76,41,80,36,46,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/gmokfQWcAnWv,Jamie Loader,Second,Simon Daniels,9,27,LOST,26,80,43,60,45,41,75,57,54,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/gmokfQWcAnWv,Simon Daniels,First,Jamie Loader,9,30,WON,60,26,80,82,7,28,21,46,90,61,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/gmokfQWcAnWv,Jamie Loader,First,Simon Daniels,10,49,WON,44,61,13,43,100,80,28,25,41,34,24,6,0,0,0,0,2,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/gmokfQWcAnWv,Simon Daniels,Second,Jamie Loader,10,48,LOST,52,42,81,40,81,157,20,22,0,0,0,3,0,1,0,0,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/gmokfQWcAnWv,Jamie Loader,Second,Simon Daniels,11,29,WON,11,59,59,101,23,60,30,98,20,40,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/gmokfQWcAnWv,Simon Daniels,First,Jamie Loader,11,30,LOST,45,81,42,78,66,43,52,54,30,0,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/gmokfQWcAnWv,Jamie Loader,First,Simon Daniels,12,26,WON,27,28,80,97,69,90,45,45,20,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/gmokfQWcAnWv,Simon Daniels,Second,Jamie Loader,12,24,LOST,100,47,60,78,27,67,53,37,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/YJvU43PqLfa8,Jamie Loader,Second,Ian Gower,1,21,LOST,22,7,140,80,15,40,15,,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/YJvU43PqLfa8,Ian Gower,First,Jamie Loader,1,22,WON,45,61,90,60,41,24,140,40,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/YJvU43PqLfa8,Jamie Loader,First,Ian Gower,2,27,LOST,59,62,100,26,11,21,26,42,39,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/YJvU43PqLfa8,Ian Gower,Second,Jamie Loader,2,25,WON,60,85,66,100,61,44,65,0,20,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/YJvU43PqLfa8,Jamie Loader,Second,Ian Gower,3,27,LOST,22,81,180,21,41,41,97,10,0,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/YJvU43PqLfa8,Ian Gower,First,Jamie Loader,3,29,WON,30,45,26,97,45,21,28,100,41,68,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/YJvU43PqLfa8,Jamie Loader,First,Ian Gower,4,24,LOST,81,41,59,22,60,94,83,52,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/YJvU43PqLfa8,Ian Gower,Second,Jamie Loader,4,22,WON,100,60,85,52,100,38,56,10,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/YJvU43PqLfa8,Jamie Loader,Second,Ian Gower,5,23,WON,60,22,13,81,116,89,80,40,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/YJvU43PqLfa8,Ian Gower,First,Jamie Loader,5,24,LOST,40,60,55,5,58,95,13,40,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/YJvU43PqLfa8,Jamie Loader,First,Ian Gower,6,21,LOST,78,72,121,21,57,22,29,,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/YJvU43PqLfa8,Ian Gower,Second,Jamie Loader,6,21,WON,120,6,140,65,41,83,46,,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/YJvU43PqLfa8,Jamie Loader,Second,Ian Gower,7,29,WON,13,28,5,100,45,38,82,94,44,52,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/YJvU43PqLfa8,Ian Gower,First,Jamie Loader,7,30,LOST,100,36,46,31,46,41,47,60,26,28,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/YJvU43PqLfa8,Jamie Loader,First,Ian Gower,8,17,WON,140,88,79,96,78,20,,,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/YJvU43PqLfa8,Ian Gower,Second,Jamie Loader,8,15,LOST,100,100,180,96,0,,,,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/YJvU43PqLfa8,Jamie Loader,Second,Ian Gower,9,20,WON,100,140,65,52,56,39,49,,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/YJvU43PqLfa8,Ian Gower,First,Jamie Loader,9,21,LOST,45,47,30,43,60,60,60,,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/YJvU43PqLfa8,Jamie Loader,First,Ian Gower,10,32,WON,30,96,7,99,11,42,20,85,95,0,16,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/YJvU43PqLfa8,Ian Gower,Second,Jamie Loader,10,30,LOST,28,47,61,44,41,95,40,60,49,8,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/YJvU43PqLfa8,Jamie Loader,Second,Ian Gower,11,21,WON,41,41,54,57,100,94,114,,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/YJvU43PqLfa8,Ian Gower,First,Jamie Loader,11,21,LOST,60,43,85,26,32,85,98,,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/YJvU43PqLfa8,Jamie Loader,First,Ian Gower,12,24,WON,5,58,100,80,40,63,91,64,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/YJvU43PqLfa8,Ian Gower,Second,Jamie Loader,12,21,LOST,121,45,28,42,60,41,60,,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/YJvU43PqLfa8,Jamie Loader,Second,Ian Gower,13,24,LOST,97,60,5,59,85,65,30,40,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/YJvU43PqLfa8,Ian Gower,First,Jamie Loader,13,25,WON,55,40,44,42,95,64,100,43,18,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/YJvU43PqLfa8,Jamie Loader,First,Ian Gower,14,20,WON,100,100,91,58,22,74,56,,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/YJvU43PqLfa8,Ian Gower,Second,Jamie Loader,14,18,LOST,30,70,30,92,58,140,,,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Vg9UCmfjXDFn,Philip Mackenzie,Second,Craig Daniels,1,51,LOST,22,22,44,121,45,41,58,11,22,42,53,0,10,7,0,0,0,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Vg9UCmfjXDFn,Craig Daniels,First,Philip Mackenzie,1,52,WON,45,41,45,42,7,27,29,33,26,35,35,38,78,0,0,10,6,4,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Vg9UCmfjXDFn,Philip Mackenzie,First,Craig Daniels,2,33,LOST,22,33,28,81,45,26,6,45,41,41,43,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Vg9UCmfjXDFn,Craig Daniels,Second,Philip Mackenzie,2,33,WON,57,45,59,33,29,57,31,38,45,29,78,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Vg9UCmfjXDFn,Philip Mackenzie,Second,Craig Daniels,3,47,WON,52,26,101,60,26,41,22,22,31,30,50,20,15,1,0,4,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Vg9UCmfjXDFn,Craig Daniels,First,Philip Mackenzie,3,48,LOST,33,55,71,28,19,57,26,47,45,31,25,10,38,0,8,0,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Vg9UCmfjXDFn,Philip Mackenzie,First,Craig Daniels,4,32,WON,22,85,120,30,17,60,24,46,22,35,40,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Vg9UCmfjXDFn,Craig Daniels,Second,Philip Mackenzie,4,30,LOST,51,33,81,45,25,33,29,38,54,40,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Vg9UCmfjXDFn,Philip Mackenzie,Second,Craig Daniels,5,31,WON,52,21,125,16,45,58,41,41,38,50,14,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Vg9UCmfjXDFn,Craig Daniels,First,Philip Mackenzie,5,33,LOST,38,38,43,95,83,66,88,32,10,0,0,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Vg9UCmfjXDFn,Philip Mackenzie,First,Craig Daniels,6,30,WON,40,26,17,140,55,41,37,60,45,40,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Vg9UCmfjXDFn,Craig Daniels,Second,Philip Mackenzie,6,27,LOST,45,22,29,41,38,29,17,35,47,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Vg9UCmfjXDFn,Philip Mackenzie,Second,Craig Daniels,7,64,WON,100,24,26,60,41,45,41,45,41,59,0,3,8,0,0,4,0,0,0,2,0,2,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Vg9UCmfjXDFn,Craig Daniels,First,Philip Mackenzie,7,66,LOST,26,27,29,10,13,33,38,38,83,59,57,38,0,12,22,8,0,0,4,0,2,0,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Vg9UCmfjXDFn,Philip Mackenzie,First,Craig Daniels,8,39,LOST,60,23,30,60,45,60,41,6,60,36,62,10,0,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Vg9UCmfjXDFn,Craig Daniels,Second,Philip Mackenzie,8,38,WON,45,26,71,26,27,38,38,47,45,32,36,22,48,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Vg9UCmfjXDFn,Philip Mackenzie,Second,Craig Daniels,9,45,LOST,6,41,55,81,26,11,60,60,25,78,18,6,0,25,0,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Vg9UCmfjXDFn,Craig Daniels,First,Philip Mackenzie,9,46,WON,43,76,79,13,45,73,46,27,27,16,18,22,0,0,0,16,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Vg9UCmfjXDFn,Philip Mackenzie,First,Craig Daniels,10,50,WON,41,28,26,41,60,65,60,100,25,15,0,30,0,6,0,2,2,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Vg9UCmfjXDFn,Craig Daniels,Second,Philip Mackenzie,10,48,LOST,38,82,38,56,45,47,24,33,44,34,25,19,0,0,11,1,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Vg9UCmfjXDFn,Philip Mackenzie,Second,Craig Daniels,11,32,WON,40,45,66,30,68,26,81,21,60,30,34,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Vg9UCmfjXDFn,Craig Daniels,First,Philip Mackenzie,11,33,LOST,26,26,64,45,33,95,83,57,60,0,0,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Vg9UCmfjXDFn,Philip Mackenzie,First,Craig Daniels,12,31,WON,21,60,43,45,81,50,66,42,23,30,40,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Vg9UCmfjXDFn,Craig Daniels,Second,Philip Mackenzie,12,30,LOST,47,76,40,97,33,45,33,40,58,0,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/IbCLcBMdTIFC,Christine Jamieson,Second,Simon Daniels,1,34,WON,41,29,42,45,29,38,30,35,32,52,90,38,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/IbCLcBMdTIFC,Simon Daniels,First,Christine Jamieson,1,36,LOST,14,67,40,97,25,45,57,15,40,41,20,26,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/IbCLcBMdTIFC,Christine Jamieson,First,Simon Daniels,2,35,WON,42,46,55,48,54,29,30,80,40,20,21,36,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/IbCLcBMdTIFC,Simon Daniels,Second,Christine Jamieson,2,33,LOST,78,57,38,74,29,22,63,20,43,34,33,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/IbCLcBMdTIFC,Christine Jamieson,Second,Simon Daniels,3,30,LOST,64,34,33,17,69,130,76,38,14,16,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/IbCLcBMdTIFC,Simon Daniels,First,Christine Jamieson,3,32,WON,36,57,79,58,28,100,43,58,26,0,16,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/IbCLcBMdTIFC,Christine Jamieson,First,Simon Daniels,4,24,LOST,38,95,54,54,29,47,47,45,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/IbCLcBMdTIFC,Simon Daniels,Second,Christine Jamieson,4,23,WON,41,57,43,83,55,81,97,44,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/IbCLcBMdTIFC,Christine Jamieson,Second,Simon Daniels,5,27,LOST,28,41,45,17,72,60,31,41,43,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/IbCLcBMdTIFC,Simon Daniels,First,Christine Jamieson,5,28,WON,30,80,45,72,31,26,60,82,47,28,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/IbCLcBMdTIFC,Christine Jamieson,First,Simon Daniels,6,36,LOST,19,45,57,25,40,23,37,35,30,31,83,72,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/IbCLcBMdTIFC,Simon Daniels,Second,Christine Jamieson,6,34,WON,50,40,37,80,28,52,40,41,53,42,0,38,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/IbCLcBMdTIFC,Christine Jamieson,Second,Simon Daniels,7,30,WON,65,57,57,47,25,47,45,43,51,64,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/IbCLcBMdTIFC,Simon Daniels,First,Christine Jamieson,7,30,LOST,41,52,43,73,79,65,38,42,24,31,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/IbCLcBMdTIFC,Christine Jamieson,First,Simon Daniels,8,24,LOST,26,42,38,40,37,35,33,57,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/IbCLcBMdTIFC,Simon Daniels,Second,Christine Jamieson,8,24,WON,68,98,67,25,76,59,74,34,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/IbCLcBMdTIFC,Christine Jamieson,Second,Simon Daniels,9,21,LOST,94,67,39,59,41,37,15,,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/IbCLcBMdTIFC,Simon Daniels,First,Christine Jamieson,9,24,WON,60,22,58,81,75,140,28,37,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/IbCLcBMdTIFC,Christine Jamieson,First,Simon Daniels,10,33,LOST,30,79,23,33,96,56,44,34,34,27,13,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/IbCLcBMdTIFC,Simon Daniels,Second,Christine Jamieson,10,33,WON,41,71,81,30,60,24,61,57,16,16,44,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/IbCLcBMdTIFC,Christine Jamieson,Second,Simon Daniels,11,35,WON,37,45,79,80,53,45,27,22,35,33,23,22,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/IbCLcBMdTIFC,Simon Daniels,First,Christine Jamieson,11,36,LOST,11,60,62,84,9,40,100,17,50,22,20,23,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/IbCLcBMdTIFC,Christine Jamieson,First,Simon Daniels,12,32,WON,64,41,59,79,43,49,80,6,0,32,48,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/IbCLcBMdTIFC,Simon Daniels,Second,Christine Jamieson,12,30,LOST,21,46,78,81,40,80,60,45,10,20,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/IbCLcBMdTIFC,Christine Jamieson,Second,Simon Daniels,13,32,WON,95,45,45,83,29,40,77,24,16,31,16,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/IbCLcBMdTIFC,Simon Daniels,First,Christine Jamieson,13,33,LOST,40,77,59,76,59,42,66,44,22,0,8,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/IbCLcBMdTIFC,Christine Jamieson,First,Simon Daniels,14,40,WON,57,49,57,41,45,25,10,83,37,45,20,8,12,12,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/IbCLcBMdTIFC,Simon Daniels,Second,Christine Jamieson,14,39,LOST,80,81,80,52,80,92,4,0,0,17,0,0,0,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/NqCpCIolWm4k,Keiron Daniels,First,Nick East,1,38,WON,27,45,45,25,28,37,85,67,71,31,27,0,13,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/NqCpCIolWm4k,Nick East,Second,Keiron Daniels,1,36,LOST,28,30,30,40,45,3,45,41,36,60,60,43,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/NqCpCIolWm4k,Keiron Daniels,Second,Nick East,2,21,LOST,28,27,13,43,71,17,25,,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/NqCpCIolWm4k,Nick East,First,Keiron Daniels,2,24,WON,81,60,41,45,85,34,35,120,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/NqCpCIolWm4k,Keiron Daniels,First,Nick East,3,27,LOST,27,18,40,34,40,39,41,28,61,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/NqCpCIolWm4k,Nick East,Second,Keiron Daniels,3,27,WON,140,100,40,55,100,30,20,0,16,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/NqCpCIolWm4k,Keiron Daniels,Second,Nick East,4,30,LOST,22,33,26,27,29,43,45,25,13,28,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/NqCpCIolWm4k,Nick East,First,Keiron Daniels,4,32,WON,101,81,30,41,45,31,26,22,85,31,8,,,,,,,,,,,,,
